,label,feature_less,feature_more
762,[2],"[[-2.0678537  4.244152  -1.0243437 -1.1253742 -1.5822382  3.7290456
  -2.0428047  3.0190318 -1.1381207  0.7027158]]","[[-0.1611139  -0.6794506   1.7987542   1.0025063   0.01981919  0.77993363
   0.8477445  -0.6931588  -3.5409265  -2.3180034   0.5790349  -0.56014496
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -0.6061839   1.5878514  -0.87716377 -0.54906464
   0.43438348  1.2612563  -1.5121703   1.6902055   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
763,[2],"[[-1.8722774   0.33416858 -0.11879247  0.5837548  -0.19844307  2.146729
   0.5466524   3.0208135  -1.6942806  -0.6301113 ]]","[[-0.44546026  0.2951384   0.6100601   0.06458482  0.6659354   0.39657426
   1.1418384   0.7168436  -0.6237889   0.9064986   0.08433926  0.05707249
   0.90727377  1.4015062  -2.210678   -0.31768882 -1.5781617   0.49109852
  -0.8815959   0.6076839   1.8332069   0.29604042 -0.8843411   0.8401378
   1.3416959  -0.3953936   0.56106246  1.2116868  -1.1948555   1.5081252
  -0.40220183 -2.7274585   0.9137243  -0.19866933  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
764,[3],"[[ 1.3396746  -0.719676    3.3054156   1.0775998  -0.26100785  0.09536926
   0.78968376 -0.41194266  1.1824317   0.11883985]]","[[-0.11734378  0.4534604  -0.23160797 -0.03838732  0.8501934   0.4874807
  -0.30854845  0.6155315   0.907776   -0.65089524  0.9366869   1.0841029
  -0.861543   -0.1790595   0.28403386  1.1357841   0.37181512  0.09554085
  -0.95664775 -0.22719803  0.68986714  0.24705006 -0.43121383  1.4870778
   0.63892716  0.17783333  0.73650324  0.28650376  0.5172001  -2.0137641
  -0.04817929  0.87529033  0.25122708  0.8222673   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
765,[1],"[[ 1.9977416  -2.5665083  -1.5901821   2.593342    0.20768252  0.67615896
  -0.35454285  3.0747972   0.03607009  0.02556714]]","[[-0.47495764 -0.11540598 -0.34823573  0.6102224  -0.2923266   0.23431255
   1.7583711   0.20360047  0.00911766  0.5253158  -1.5728018  -0.1239049
   1.0284414   1.0553992  -0.4965126   0.6908623  -0.4173358   2.1762233
  -0.92526436  0.12191307  1.167962    0.2675357  -0.6206919   1.2165557
   0.93279433 -0.06186511  0.7210859   0.59535927 -1.8780284  -1.7199633
  -0.2837687  -1.1352615   0.36188108  1.8375725   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
766,[2],"[[-0.8184681   2.8597653  -0.86019427  0.3776404  -0.5490693   2.7588813
  -1.5163326   4.1211224  -0.3578846  -0.3519731 ]]","[[-0.5579608  -0.6333677  -0.5951531   0.27099854 -0.52304137  1.6426721
   0.12199809 -1.1964972  -0.8814956   0.2897106   0.2673486  -1.2592627
   1.5735061   0.8066513   1.4845662  -1.122745   -1.4109846  -2.2963853
  -0.91956747  0.63357747  1.7966036   0.14114772 -0.9456324   1.0382148
   1.181341   -0.20673248 -1.8268087   1.650344   -1.4444892  -1.5140556
   1.4286453   0.8094378  -0.14204037 -0.8991974   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
767,[1],"[[ 2.924045   -0.69382536 -1.5976269   1.0918893  -1.7165624   0.50969493
  -0.8880184   2.5798416   2.3308756  -0.09193192]]","[[-0.3877178  -2.4187722   0.7136661  -0.66178334 -1.9719044  -0.3238806
   0.7763232  -0.36898077 -0.3162091   0.9727683  -1.3823596  -1.8404269
   0.4459123  -0.5311007   1.7123569   0.6222363   0.5801761  -0.10792588
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.7210859   0.59535927 -1.8780284  -1.7199633
  -0.2837687  -1.1352615   0.36188108  1.8375725   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
768,[2],"[[-1.5087783   0.93335277  1.2891653   0.15983945 -2.0747235   3.67547
  -0.1430921   4.259237   -2.4815316  -1.800794  ]]","[[-0.4352109  -0.55453694 -0.9271053   0.2605317  -0.42841688  1.7249223
   0.15573703 -1.162858   -0.96888626  0.23349915  0.5065064  -1.4107063
   0.531147    1.1000458  -2.3387556  -0.7313502  -1.6499498  -0.8304076
  -0.8815959   0.60768396  1.8332071   0.2960404  -0.8843412   0.84013784
   1.3416959  -0.39539358  1.3136383   0.49810988  0.4682348  -1.041195
   0.2207352  -2.68665     1.143807   -0.01913997  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
769,[3],"[[ 1.1834168  -0.2836836   1.8718882   0.38379017  0.56217813 -0.13707952
  -0.53286606  0.39356962  1.2455926   0.74657106]]","[[-0.42202914  0.66931343 -0.25843608  0.05161348  0.45273462 -0.17961305
   1.3181598   0.08558309  0.4898374  -0.6366375  -0.6127018   0.12741512
  -0.04613108 -0.6940969   0.55524206 -0.6718788   0.05799077  0.33704776
  -0.88159597  0.6076839   1.8332069   0.2960404  -0.8843412   0.84013784
   1.3416959  -0.39539358 -0.50537086  1.7073066   0.52969444 -1.0145726
   1.7190753   0.7926953  -0.08443221  0.22838059  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
770,[2],"[[-0.3093465   3.0144684  -0.00871706  0.3282226  -1.1440454   4.245194
  -0.7753819   4.659345   -2.1376495  -1.7039683 ]]","[[-0.58852327 -0.67168754 -0.9354092   0.3146946  -0.5467034   1.8469512
   0.09725451 -1.274837   -1.0354804   0.29735133  0.43824726 -1.5446298
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.3136383   0.49810988  0.4682348  -1.041195
   0.2207352  -2.68665     1.143807   -0.01913997  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
771,[2],"[[-2.164817    2.318334   -0.2051003  -0.51081073 -3.092888    3.4103625
  -1.0902505   3.1838043  -1.6604049  -0.14341614]]","[[ 2.0687325   0.95987105  0.70304024 -0.59195787 -0.46490657 -1.3016746
   0.3947084  -1.2546834  -2.8008764   0.49600822  0.33508143  1.3667817
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.7210859   0.59535927 -1.8780284  -1.7199633
  -0.2837687  -1.1352615   0.36188108  1.8375725   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
772,[1],"[[ 3.8854153  -0.52997434 -1.0933895   2.4452996   4.2244616   0.5840697
  -0.16751844  1.5697272   2.1655335  -0.85850626]]","[[-1.0765709  -0.5731645   0.1683637   1.9343143  -1.9444517   1.0396042
   1.2467998   0.6621022  -0.1268743   1.5213063  -0.27400628  0.8871016
  -0.16281813 -0.01805685  2.87439    -0.21460389 -0.7073626   2.1651752
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -0.2866884  -3.3245552   0.08357132 -0.3941753
   0.66449267  0.9670185  -0.74910784 -0.23308058  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
773,[0],"[[ 1.7734653  -2.0792897  -2.0187252   2.8359544   2.5878065   0.7889689
   1.3880765   3.7253542  -1.0665448  -0.45029864]]","[[-0.8285906   0.29536408 -0.36940306  1.6960157  -0.72177887  0.8463315
   1.7925572   0.61346596  0.0190392   0.93912935 -0.93799543  0.90852374
   1.2613742   1.7338203  -1.3722494   0.30670422 -0.74787474  2.8213358
  -0.88159597  0.6076839   1.833207    0.29604042 -0.8843412   0.84013784
   1.341696   -0.3953936  -2.1031425   0.06621666  0.64237785 -1.7031463
  -0.9230957  -1.4791462   1.9940608  -0.7262045   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
774,[2],"[[-1.8051486   2.5536044  -0.13982731 -0.56112504 -2.3178282   3.3867388
  -1.3607855   3.58731    -0.78296334  0.00950792]]","[[ 0.55348575  1.6849504   0.998851   -1.0559261  -0.7363333  -1.4733177
  -0.11473311  0.22775087 -0.51389     0.05713956 -0.09681097 -1.0201204
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.7210859   0.59535927 -1.8780284  -1.7199633
  -0.2837687  -1.1352615   0.36188108  1.8375725   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
775,[3],"[[ 0.36322603  0.26649708  1.9837496   0.05815662 -0.75873435  0.49301022
  -0.26578626 -0.03206116  0.9215508   0.5370342 ]]","[[-0.00674655 -0.2651989   0.27636003 -0.17003092  1.615339   -0.13307886
  -0.02673787  0.54459476  1.4636185  -0.75021744 -0.40434462 -0.730795
  -0.36871886 -0.46396244  0.3904451   0.3299547  -0.5519268  -0.05722886
  -0.8815959   0.6076839   1.8332069   0.29604036 -0.8843411   0.8401377
   1.3416959  -0.39539355 -0.27308106  1.498756    0.71913296 -0.85647637
   0.20073523 -0.02178276 -0.15648785  1.4291263   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
776,[2],"[[-0.9571711   3.3832636   0.42673168  0.67997015 -0.49733186  4.9421377
  -1.2101436   4.4207826  -1.2222636  -1.433252  ]]","[[-0.54637766  0.34233952  0.76314676  1.9336517  -2.29997     1.5249149
  -0.39242458  0.16059256 -0.14639114 -0.32660612  1.327546   -0.96646786
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.91970134 -1.9365863  -1.0300571  -1.7949632
   0.7081795  -0.2934875   0.07949415  0.28409743  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
777,[1],"[[ 3.0752308  -0.78281343 -2.2120836   0.48821846 -0.27752542 -0.7583588
  -1.2973747   1.5159264   1.7688379   0.7465994 ]]","[[-0.3877178  -2.4187722   0.7136661  -0.66178334 -1.9719044  -0.3238806
   0.7763232  -0.36898077 -0.3162091   0.9727683  -1.3823596  -1.8404269
   0.4459123  -0.5311007   1.7123569   0.6222363   0.5801761  -0.10792588
   0.          0.          0.          0.          0.          0.
   0.          0.         -0.27308106  1.498756    0.71913296 -0.85647637
   0.20073523 -0.02178276 -0.15648785  1.4291263   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
778,[3],"[[-0.4615501   0.59261864  5.1874027  -0.32440743 -2.8333347   0.5115254
   0.25361603  0.01264772  1.4400802  -0.32661748]]","[[ 0.04221787 -0.1023932  -1.0219469  -1.7062038   0.93152654 -0.25375283
  -1.4688421   2.3059263   0.3593459  -0.55175626  0.13866155 -0.3612876
  -0.22064131 -2.170295   -0.69438195 -0.64392775 -0.30495036 -1.1668917
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.7210859   0.59535927 -1.8780284  -1.7199633
  -0.2837687  -1.1352615   0.36188108  1.8375725   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
779,[2],"[[-1.9034942   4.677712   -0.18258888 -1.4091477  -0.3267218   3.8586135
  -0.8777476   2.8756573  -1.7726371  -0.20224765]]","[[-0.1611139  -0.6794506   1.7987542   1.0025063   0.01981919  0.77993363
   0.8477445  -0.6931588  -3.5409265  -2.3180034   0.5790349  -0.56014496
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.28672928 -0.23370014  0.79903084  1.2422466
   0.7714835  -0.0133016  -0.09655831 -0.4990526   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
780,[0],"[[ 2.2206583  -0.8281852  -1.3510423   1.7658237   2.8707922   0.11281539
   1.6613324   1.9107382   0.47616428 -0.03404198]]","[[-7.9024184e-01  1.6710675e+00 -3.8539529e-02  7.5632399e-01
   3.2481012e-01  6.1555505e-01  9.7812349e-01  3.7991256e-01
   1.9619516e-01  5.1452601e-01 -1.0582635e+00  4.3378815e-01
   9.2001997e-02  5.4661912e-01  1.8766460e+00  6.7091733e-04
  -4.3930176e-01  1.7908463e+00 -9.3605006e-01  1.9318908e-03
   1.0036521e+00  2.6049525e-01 -5.5557275e-01  1.3095276e+00
   8.3179921e-01  2.0513557e-02 -2.1031425e+00  6.6216663e-02
   6.4237785e-01 -1.7031463e+00 -9.2309570e-01 -1.4791462e+00
   1.9940608e+00 -7.2620451e-01  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
781,[0],"[[ 2.7123828   0.21846822 -1.5799718  -0.23326907  0.6074093  -0.18940897
  -0.6878222   1.1654389   2.7550654   0.2924479 ]]","[[-0.3877178  -2.4187722   0.7136661  -0.66178334 -1.9719044  -0.3238806
   0.7763232  -0.36898077 -0.3162091   0.9727683  -1.3823596  -1.8404269
   0.4459123  -0.5311007   1.7123569   0.6222363   0.5801761  -0.10792588
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.58064157  0.07427394  0.41906667  1.5826331
  -0.13798775  0.68019605 -0.762658    0.18461846  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
782,[3],"[[ 0.09639473  0.11182585  4.850536   -0.73232925 -0.95340395 -0.07254337
   0.39417693 -0.03733891  1.4606307   0.14930576]]","[[-0.03497728  0.15212122 -1.064589   -1.8132882  -0.2083164  -0.38655812
   0.99901736  0.33452994  0.18429841  0.5278396   1.1746294   1.5968677
  -0.22064131 -2.170295   -0.69438195 -0.64392775 -0.30495036 -1.1668917
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.27007747  2.7178774   0.17330831  0.12640676
   1.0609365  -0.9835539  -0.9370693  -0.5967295   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
783,[2],"[[-2.2244377   2.882245    0.7278417  -1.2732948  -0.6037193   3.5750744
  -0.8564847   2.9804974  -2.1154385  -0.35142586]]","[[-0.11611405 -0.6519272   1.6356678   0.9431409   0.13720071  0.7456709
   0.8101908  -0.55771846 -3.077415   -2.2261505   0.5547269  -0.64461446
   2.6030452  -0.3354479  -0.65750813 -0.8777309  -2.0406     -0.46620777
  -0.88159585  0.60768384  1.8332068   0.29604036 -0.8843411   0.8401378
   1.3416959  -0.39539355  0.28672928 -0.23370014  0.79903084  1.2422466
   0.7714835  -0.0133016  -0.09655831 -0.4990526   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
784,[3],"[[ 0.37603146 -0.44098392  2.6164064   0.34307826 -1.6286597   1.0095962
   0.7934204   0.827035    0.18371075 -0.4840327 ]]","[[ 0.74344575  0.28654876 -0.11092088  0.097124    0.6023589  -1.3762717
  -1.4638368   0.2727888   0.32100725  0.27460223 -0.32832953  0.7860625
   0.04992951 -0.6372739  -0.03378981  0.6089052   0.1840497  -0.7091528
  -0.88159585  0.6076839   1.8332068   0.29604036 -0.88434106  0.8401377
   1.3416959  -0.39539355  1.3136383   0.49810988  0.4682348  -1.041195
   0.2207352  -2.68665     1.143807   -0.01913997  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
785,[2],"[[-2.7503653   1.3965582  -0.41701216 -0.6390724  -0.89035213  3.448149
  -0.20433038  2.833067   -1.9697514  -0.54552716]]","[[ 0.92499596  0.72599804  0.13387516  0.93269825 -1.1997961   1.0360467
  -0.06696242 -0.8448311   0.8647956   0.00426959  0.6980256  -1.001688
   2.7262392  -0.29961044 -0.83227944 -0.83733547 -2.2322462  -0.49891865
  -0.95962596 -0.26032776  0.6444973   0.24510604 -0.4132329   1.5127496
   0.61104     0.20058006  0.30175236  0.29199266 -0.87718093  1.0913576
  -1.1953878  -0.56772745 -0.30994165 -0.02575418  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
786,[2],"[[-1.4583892   4.0015173   1.0584958  -0.7582021  -1.1949675   4.9531894
  -1.2476485   3.797764   -1.694874   -0.93042016]]","[[-0.1611139  -0.6794506   1.7987542   1.0025063   0.01981919  0.77993363
   0.8477445  -0.6931588  -3.5409265  -2.3180034   0.5790349  -0.56014496
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.6798946  -1.342442   -0.09238873 -0.5860451
   1.1860714  -1.88758    -1.4881805   0.18140563  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
787,[2],"[[-1.6746694   3.17128     0.29252613  0.26089478  0.30588394  3.5831168
   1.1515305   2.5518694  -1.0265882  -1.2379574 ]]","[[-0.45004025  0.48612756 -0.36479434 -0.0782199   0.51719964  1.4442012
  -0.7765927  -0.7851498  -0.00621228  1.050538    0.3517509   0.9136203
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -1.7470219  -0.4022318   0.36255172  0.01219099
  -0.9705795  -2.3153079   1.3621682   0.9457242   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
788,[2],"[[-1.2076337   2.5258875  -0.3777728  -0.9758537  -0.04408149  2.6894357
  -1.7410166   4.2432213  -0.63325846  0.08851328]]","[[ 0.08159801  0.86067855  0.26166204 -1.5215374   0.5248819   1.1248311
   0.6304083  -0.8683116  -0.7541132   1.8494028  -1.4442742  -1.4713031
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.27007747  2.7178774   0.17330831  0.12640676
   1.0609365  -0.9835539  -0.9370693  -0.5967295   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
789,[1],"[[ 1.4132062  -2.542438   -2.1399174   2.4859762   2.5878348   0.92595166
  -0.60761464  3.961908   -0.9802305   0.19803926]]","[[-0.84745055  0.2581218  -0.35169438  1.706574   -0.77031624  0.85916877
   1.7813752   0.6139486   0.0190032   0.96831405 -0.9145854   0.9033649
   1.3990936   1.8462888  -1.6384181   0.5351987  -1.0668203   3.0883467
  -0.88159597  0.6076839   1.833207    0.29604042 -0.8843411   0.84013784
   1.341696   -0.3953936   0.27007747  2.7178774   0.17330831  0.12640676
   1.0609365  -0.9835539  -0.9370693  -0.5967295   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
790,[2],"[[-1.4432333   4.236559   -0.5615461  -0.88882685 -1.6006947   3.813225
  -1.5551782   3.1197762  -2.0067744  -0.08525083]]","[[-0.1611139  -0.6794506   1.7987542   1.0025063   0.01981919  0.77993363
   0.8477445  -0.6931588  -3.5409265  -2.3180034   0.5790349  -0.56014496
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.3308203   0.07903711 -0.2982077  -0.7924315
  -0.25947046  1.3789757   0.34700885  0.5311605   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
791,[0],"[[ 2.1051683  -1.7742707  -1.3998635   2.5188508   2.8419378   0.22184847
   1.5335894   2.7210002  -0.70284575 -0.15398929]]","[[-0.6230194   1.0228707  -0.82124835  1.496498    0.30338448  0.6856263
   2.2528868   0.5723087   0.14288285  0.45258027 -1.495493    0.92536193
   0.8847186   1.314764   -0.3614582   0.03039618 -0.49226585  2.4895585
  -0.8815959   0.6076839   1.833207    0.29604042 -0.8843411   0.84013784
   1.3416959  -0.3953936  -2.1031425   0.06621666  0.64237785 -1.7031463
  -0.9230957  -1.4791462   1.9940608  -0.7262045   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
792,[3],"[[ 0.12223297 -0.15486518  4.889483    0.16589034 -2.5740442   0.58095926
   0.611646    0.0526582   1.4010122  -0.49441   ]]","[[-0.03497728  0.15212122 -1.064589   -1.8132882  -0.2083164  -0.38655812
   0.99901736  0.33452994  0.18429841  0.5278396   1.1746294   1.5968677
  -0.22064131 -2.170295   -0.69438195 -0.64392775 -0.30495036 -1.1668917
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.7210859   0.59535927 -1.8780284  -1.7199633
  -0.2837687  -1.1352615   0.36188108  1.8375725   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
793,[2],"[[-0.668501    3.187172   -0.39501327 -0.13658056 -0.7200853   3.372951
  -2.7775989   3.7687945  -1.3967907  -0.4963635 ]]","[[-0.58852327 -0.67168754 -0.9354092   0.3146946  -0.5467034   1.8469512
   0.09725451 -1.274837   -1.0354804   0.29735133  0.43824726 -1.5446298
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.8783472   2.1654403   0.05413758  0.45009673
   1.832644    1.2239258  -0.5037672   0.39401498  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
794,[1],"[[ 3.2749255  -1.9871911  -2.0442214   2.207563    2.9040859  -0.62209344
  -0.29029834  1.7813749   1.129323    0.81247157]]","[[-0.8072835  -0.48221815  0.10865773  1.6171925  -1.4819157   0.6023317
   0.75297433  0.6306789  -0.06011959  1.2412965  -0.2510243   0.8447784
  -0.1273476  -0.09312043  2.3351276  -0.10367402 -0.5557632   1.7095029
  -1.0361915  -1.1120486  -0.5219026   0.19512764  0.04903359  2.1727378
  -0.10590299  0.78536844  0.27007747  2.7178774   0.17330831  0.12640676
   1.0609365  -0.9835539  -0.9370693  -0.5967295   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
795,[2],"[[-1.4432333   4.236559   -0.5615461  -0.88882685 -1.6006947   3.813225
  -1.5551782   3.1197762  -2.0067744  -0.08525083]]","[[-0.1611139  -0.6794506   1.7987542   1.0025063   0.01981919  0.77993363
   0.8477445  -0.6931588  -3.5409265  -2.3180034   0.5790349  -0.56014496
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.3308203   0.07903711 -0.2982077  -0.7924315
  -0.25947046  1.3789757   0.34700885  0.5311605   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
796,[3],"[[ 0.00572351  0.6597856   5.3222213   0.76822627 -1.4649513   1.1658397
   0.77084523  0.3521656   1.5027738  -1.3348385 ]]","[[ 0.7933071  -0.47038683 -0.39240217 -1.8667381   0.14172061  0.5687993
  -0.10572559  1.1967119  -0.12566623  0.5078483   2.1098664   0.31867406
   0.9500509  -0.03258689 -0.5964496  -0.40176484  1.6588135  -0.3864191
  -0.88159597  0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.341696   -0.3953936   0.91970134 -1.9365863  -1.0300571  -1.7949632
   0.7081795  -0.2934875   0.07949415  0.28409743  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
797,[3],"[[ 0.75572705  0.29151088  2.4805536  -0.02557588 -0.16159822  0.11233829
   0.30456287 -0.7271766   0.498904    0.02405569]]","[[ 0.42744967  0.29475588 -0.23984748 -0.67893106  1.5483165   0.53216434
   0.2426954   0.23903236 -1.3739653  -0.7480339  -0.13564757  0.37756523
  -0.5551906  -0.77609473  1.3483398  -0.54820395 -0.5935707   0.21766163
  -0.9956087  -0.6606023   0.09633628  0.22161822 -0.19598626  1.8229175
   0.27410567  0.47540712  1.6798097  -0.9381466   0.20665598 -0.41783446
  -0.51925784  0.8650797   0.5467142   1.3523136   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
798,[3],"[[ 0.6480324   0.14368924  2.5234528   0.33744836 -2.1465724  -0.108243
  -1.0897434  -0.39158225  0.79970604  0.18087491]]","[[ 0.89156544 -2.1579163  -0.8064358  -0.01685185  1.4962091  -1.818911
   0.70060146 -0.7018843  -0.11186724 -0.38067773  0.22223449 -0.13992022
   0.10109218 -0.6158619  -0.6139568   0.41479158  0.1669477  -0.9541903
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416958  -0.39539358  0.91531646 -0.2997886  -0.9626388  -0.5588935
   0.86806744  1.8767909  -0.693504   -0.47558498  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
799,[2],"[[-2.6370974  2.1112108  1.4742422 -0.8922477 -2.2747896  3.648282
  -0.6961922  3.064865  -2.6429806 -0.6430808]]","[[-0.1318355  -0.6615429   1.6926447   0.96388125  0.09619153  0.75764114
   0.82331085 -0.6050368  -3.2393506  -2.2582407   0.5632193  -0.61510366
   0.6171872   1.0550475  -2.3222227  -0.7751168  -1.7076635  -0.88516927
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.5498557  -0.30425906  0.4930786  -0.05337541
   0.94059426 -0.30977637  0.98434347  0.44269615  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
800,[2],"[[-2.6370974  2.1112108  1.4742422 -0.8922477 -2.2747896  3.648282
  -0.6961922  3.064865  -2.6429806 -0.6430808]]","[[-0.1318355  -0.6615429   1.6926447   0.96388125  0.09619153  0.75764114
   0.82331085 -0.6050368  -3.2393506  -2.2582407   0.5632193  -0.61510366
   0.6171872   1.0550475  -2.3222227  -0.7751168  -1.7076635  -0.88516927
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.5498557  -0.30425906  0.4930786  -0.05337541
   0.94059426 -0.30977637  0.98434347  0.44269615  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
801,[2],"[[-0.3093465   3.0144684  -0.00871706  0.3282226  -1.1440454   4.245194
  -0.7753819   4.659345   -2.1376495  -1.7039683 ]]","[[-0.58852327 -0.67168754 -0.9354092   0.3146946  -0.5467034   1.8469512
   0.09725451 -1.274837   -1.0354804   0.29735133  0.43824726 -1.5446298
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.3136383   0.49810988  0.4682348  -1.041195
   0.2207352  -2.68665     1.143807   -0.01913997  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
