,label,feature_less,feature_more
385,[2],"[[ 1.6064897   4.491114   -1.2066612   2.5135865   0.5772114   2.6671257
   3.5223658  -0.3804832   0.54869163  3.8924556 ]]","[[-0.63059306 -0.8425769   1.9088596   1.0674692  -0.5213262   0.7878787
   0.93668735 -0.79352957 -3.7567198  -2.3336496   0.38929686 -0.66882247
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.117758   -0.5989281   0.6520891   0.13408265
   0.801867   -0.8492842   0.84006643  0.22782707  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
386,[2],"[[ 1.337928    4.062794   -0.44006023  2.0019398   0.55163467  2.5069587
   3.452801   -0.16707307  0.5317433   3.5409627 ]]","[[-0.63059306 -0.8425769   1.9088596   1.0674692  -0.5213262   0.7878787
   0.93668735 -0.79352957 -3.7567198  -2.3336496   0.38929686 -0.66882247
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486 -1.4493413  -0.9156411   1.6899568   0.26079762
  -0.47020814  0.89917755 -0.9405004  -0.7080012   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
387,[3],"[[-1.6184025   0.20726326 -1.1247177   0.17288847  2.0868652  -0.58659804
   1.7439526  -0.7848185   1.3758492   0.03191248]]","[[ 0.35875666  1.1495333   0.64190316  0.2119706   0.8366326   0.22031696
  -0.4873093  -0.14843535  2.1479626  -0.32900232  0.45314655  2.5512261
   0.80491734  0.6941789  -1.6354091   0.18502389  1.2217467  -1.808918
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.3635993  -0.7524981   0.27343065 -0.24986777
  -0.8439396   1.0037386   0.44737893  1.0396774   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
388,[2],"[[ 0.27196252  2.4891973  -2.0600677   0.83260375  0.40600204  1.5474646
   1.7840065  -1.0665364   1.0053854   1.6335837 ]]","[[-0.36789998 -0.7758405   0.13493708 -0.13043988 -0.87604517 -0.5733005
   0.9926311  -1.1542451  -0.43990263  0.69951224 -0.15907478 -1.149354
   0.17719057  0.77794945 -2.5177956  -0.46578074 -1.28217    -0.90178716
  -0.6969601  -0.18845043  0.64203715  0.11827676 -0.4310007   1.3006952
   0.5466008  -0.09046647  1.941982   -1.2065495  -0.48771584 -0.7870054
   1.185404   -0.5035856  -0.7635788  -0.37390074  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
389,[2],"[[ 1.8487439   4.404947   -1.0272305   2.0486963   0.2683327   2.1130588
   3.3014143  -0.63798827  0.36740685  4.024942  ]]","[[-0.63059306 -0.8425769   1.9088596   1.0674692  -0.5213262   0.7878787
   0.93668735 -0.79352957 -3.7567198  -2.3336496   0.38929686 -0.66882247
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.5911179   0.10588735 -0.20573576 -1.1684799
  -0.37190133  1.3506569   0.42477268  0.77047676  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
390,[2],"[[ 0.20105667  2.4361465  -0.6605011   0.13552363  0.9547553   0.58157265
   2.0711918  -0.66607004  1.0091941   1.5639249 ]]","[[-0.545906    0.4354085  -0.36014506  0.282799   -1.0687174   1.1879644
   0.17545652  0.73702633  0.24055378 -1.3810282  -0.3949347  -0.24683821
   0.48957884  0.4234719  -0.67185867  0.28180063 -0.8876445  -1.4860232
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.941982   -1.2065495  -0.48771584 -0.7870054
   1.185404   -0.5035856  -0.7635788  -0.37390074  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
391,[1],"[[ 3.0012107  -0.04689249  1.8699712  -0.0118847  -0.40123832 -0.88560694
   0.2220521  -0.87902844  0.03704062  0.15485713]]","[[ 0.1528888  -0.4693271  -0.41457126  0.44541776  0.35301763 -0.9783864
   1.1464111   1.1965632  -0.25304303  0.10885379 -0.17907485 -0.05478457
  -0.97937715  1.0689331   1.4454798   0.58295786 -0.15093914  0.48543343
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
392,[3],"[[-0.21158642  0.8357488  -0.15849617  0.1294378   0.934716   -0.59604025
   1.7028617  -1.000273    0.9559747   0.2389948 ]]","[[-0.6249862  -0.5421305   0.078688    1.441329   -0.06867141 -0.60421216
   0.00908069  0.72036     0.1434694   0.5326319  -0.14099503  0.45912084
  -0.25866085 -1.8174552  -0.06468552 -0.41244736 -0.5893292  -0.9909213
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.941982   -1.2065495  -0.48771584 -0.7870054
   1.185404   -0.5035856  -0.7635788  -0.37390074  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
393,[2],"[[ 0.5457295   4.208389   -1.2795913   1.3103263   1.5588411   1.2888896
   3.416478   -0.31594834  1.49013     4.271156  ]]","[[-0.8309818   0.39370462  0.71687883  2.0370433  -2.4981432   1.5593616
  -0.57847536  0.07268573 -0.22351786 -0.36563975  1.3884456  -1.0042238
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.0649977  -2.1772203  -1.1602486  -1.0983276
   0.55807257 -0.32746965  0.19263001 -0.5547563   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
394,[2],"[[ 0.7400501   3.172258   -1.6708488   1.46253     2.5975757   0.4414044
   2.1433735  -1.8734944   0.59183264  2.9006763 ]]","[[ 0.229923   -0.40094924  0.06103381 -1.5654583   0.4504521  -0.49671105
  -1.6281942  -0.05239036 -0.6046984  -0.229899   -0.1971479  -1.8723809
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
395,[2],"[[ 1.3770678   3.6416976  -0.9539707   1.1410997   2.3503885   0.7071664
   2.4713829  -0.91353244  1.0876124   3.3330543 ]]","[[-1.7966919   0.08488036 -0.6297761   0.89355373  0.4433433   0.06297406
  -1.596448    0.6186319  -1.8193148  -0.717415    0.8032178  -1.4522779
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.0649977  -2.1772203  -1.1602486  -1.0983276
   0.55807257 -0.32746965  0.19263001 -0.5547563   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
396,[0],"[[ 2.6155035  -0.03833326  2.080442    0.02462235 -0.44792682 -0.7559429
   0.5857178  -0.8639441  -0.32573998  0.25516206]]","[[-0.47907817 -1.7961836   0.00881167 -0.29665273 -0.43487749  0.19112279
   1.2265627   0.2750434  -0.37551004  0.8421526  -1.0545785  -0.9280861
  -0.17678213 -0.35045236  2.403126    0.4962304   0.50326544 -0.12252657
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
397,[1],"[[ 3.8172784   1.3358247   2.0706599  -0.59182423 -1.7050768   1.0409501
   0.5809876   0.09924921  0.7067633   0.46844766]]","[[-0.32586378  1.7070551  -0.7711239   1.3917644   1.3153586   0.8937466
   2.0649066   0.46729994  0.00913674 -0.3191921  -0.8346839   1.1180035
   0.6385825   0.7848623  -0.17119522  0.14260152 -1.0357442   2.2230432
  -0.83306605  0.53356117  1.7536793   0.17382462 -0.91133404  0.9446118
   1.2952564  -0.53641486  0.48269236  1.5128133  -1.4077207  -0.2556093
  -1.3002063  -2.0821638  -0.34933716  0.8322443   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
398,[1],"[[ 2.8925905  -0.37209928  1.9595575  -0.314344   -0.84449095 -0.8582233
   0.15238181 -0.9052796  -0.01086682 -0.17628926]]","[[-0.05589159 -1.0161759  -0.2213705   0.06361177  0.05939756 -0.47656646
   0.94390523  0.73409915 -0.21045476  0.4332663  -0.5706966  -0.44044808
  -0.6412198   0.6340822   1.1963505   0.89187527  0.34521633  1.2104895
  -0.83306617  0.5335611   1.7536792   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
399,[2],"[[-0.38466507  1.3836067  -1.3054804   0.70950556  0.32024905  0.8160922
   1.7355789  -1.1385732   1.1487148   0.48643914]]","[[ 0.50340664 -0.96192074  1.3427712   0.43643034 -0.7186295  -0.6337627
  -0.27327558 -0.9655832  -0.3621899   1.3473098  -1.2217029  -0.4249729
  -0.34974197  0.13950904 -1.8039689   1.2228197  -0.51845014 -0.80041707
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.941982   -1.2065495  -0.48771584 -0.7870054
   1.185404   -0.5035856  -0.7635788  -0.37390074  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
400,[2],"[[ 1.3588448   4.9269257  -1.0833968   2.3747373   0.20069289  2.6033201
   3.3416538  -0.82489896  0.7962495   4.067864  ]]","[[-0.63059306 -0.8425769   1.9088596   1.0674692  -0.5213262   0.7878787
   0.93668735 -0.79352957 -3.7567198  -2.3336496   0.38929686 -0.66882247
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.1412294  -1.1681724  -0.39373744  0.12016572
   0.88887197 -1.1725585  -1.3262047  -0.5070165   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
401,[2],"[[ 0.02052757  2.1663184  -1.303877    0.99487334  1.898151    1.1519505
  -0.19041535 -1.5566182   0.1521746   1.8295413 ]]","[[ 0.0405667   0.02452506 -0.08216996 -1.3814116   0.58960027 -0.19657739
  -0.6492652  -0.8891792  -0.1406408  -0.47425646  1.2298377   0.6699996
   1.4705536   0.55318165  1.0058732  -0.91628265 -1.0504984  -2.172319
  -0.6041917  -0.6805657  -0.11564626  0.08041592 -0.10361061  1.5433979
   0.0363251   0.21348718  0.40770972  2.7796607   0.27346     0.04647752
   1.1746277  -1.0431855  -0.798237   -0.65964025  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
402,[2],"[[ 2.3935618   1.4822396   0.22044155  0.1383046  -2.5280533   1.734074
   1.3690392  -0.46340543  0.56050175  0.8840996 ]]","[[-0.33173904 -0.10651359  2.0629678   1.0104434   0.05055135  0.30297583
   1.0699794  -0.04873881 -0.29276383 -0.4620193   0.2274145  -0.53712004
   1.0452359   1.7504808  -1.6876458   0.27808756 -0.9765024   3.0317473
  -0.70802855 -0.1297347   0.73243845  0.12279403 -0.47006255  1.2717376
   0.60748315 -0.12673205  0.77956975  0.19857301 -1.2794882   0.85988224
  -1.0127811  -0.3734291  -0.28560913  0.45304418  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
403,[2],"[[ 2.3935618   1.4822396   0.22044155  0.1383046  -2.5280533   1.734074
   1.3690392  -0.46340543  0.56050175  0.8840996 ]]","[[-0.33173904 -0.10651359  2.0629678   1.0104434   0.05055135  0.30297583
   1.0699794  -0.04873881 -0.29276383 -0.4620193   0.2274145  -0.53712004
   1.0452359   1.7504808  -1.6876458   0.27808756 -0.9765024   3.0317473
  -0.70802855 -0.1297347   0.73243845  0.12279403 -0.47006255  1.2717376
   0.60748315 -0.12673205  0.77956975  0.19857301 -1.2794882   0.85988224
  -1.0127811  -0.3734291  -0.28560913  0.45304418  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
404,[3],"[[-0.2375341   0.29140192  0.25425255 -0.5513863   2.3501542  -0.88790625
   2.1440518  -0.27145177  0.83762205  0.03362239]]","[[-0.85478    -0.0874603  -0.57374907  0.11782794  0.45075423  1.0788578
  -1.597182    1.1668518  -0.61162305 -0.28117195 -0.18812308  0.37257048
  -0.25866085 -1.8174552  -0.06468552 -0.41244736 -0.5893292  -0.9909213
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486 -1.4338108  -0.5519859   1.9401383  -1.068894
   1.2912071   0.62121475  0.6621782   2.2074068   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
405,[3],"[[-0.08986205  0.2951703  -0.12060973  0.5924067   2.080705   -0.10459895
   1.1140001  -0.75494796  0.38998628  0.16436362]]","[[-0.08425204  0.3451588   0.02698603 -1.0198015  -0.00953566 -0.76972604
  -0.6177715   0.16219151  0.61621237  0.18453225 -0.51950794 -0.05375419
  -1.0061096  -0.0871321   0.5234304  -0.88409257  0.12168585 -1.295219
  -0.679082    0.43493763  1.429529    0.14169484 -0.74288297  0.77000964
   1.055841   -0.43726385  0.86745906  0.53595805  0.21541898 -0.70573455
  -0.07429618 -2.715571    1.0806997  -0.12380302  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
406,[0],"[[ 2.6155035  -0.03833326  2.080442    0.02462235 -0.44792682 -0.7559429
   0.5857178  -0.8639441  -0.32573998  0.25516206]]","[[-0.47907817 -1.7961836   0.00881167 -0.29665273 -0.43487749  0.19112279
   1.2265627   0.2750434  -0.37551004  0.8421526  -1.0545785  -0.9280861
  -0.17678213 -0.35045236  2.403126    0.4962304   0.50326544 -0.12252657
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
407,[3],"[[-0.37370163 -1.0750366   0.6902417  -0.14456129  0.56679726 -1.0491742
   1.713518   -0.95225114 -0.32281327 -1.0164462 ]]","[[-0.16942988 -1.1316731   0.13081942  0.01970778  0.41175142 -0.30014804
   0.82473016  0.7871931   2.2799807  -0.6310132  -0.5526504  -2.0492258
   0.21848637 -1.2103988   1.075132   -0.53022677  1.2787081  -0.24596426
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.36551487 -0.10355464  0.44613266  0.90444076
   0.8176266   0.11712248  0.20982397 -0.50735664  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
408,[3],"[[ 0.10876918 -0.46562266  0.44309148  0.0074044   1.6964535   0.10691263
   1.4215394  -0.7348518   0.16170233 -1.0313811 ]]","[[-0.04060128  0.04462736 -0.16412993 -2.0726438  -1.0245531  -0.83364403
   0.9734416   0.04666222  0.23619726  0.78364646  0.53674614  0.9216752
  -0.48554274 -1.108916   -0.59988254  0.6342691   0.20103604 -0.5768498
  -0.8330661   0.53356117  1.7536793   0.17382461 -0.91133404  0.9446118
   1.2952564  -0.53641486  0.08626077  2.8504364   0.33364344  1.1642793
  -0.4752406   0.01376554  1.6830839   2.2321866   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
409,[1],"[[ 3.5690498  -0.03105026  2.5843832  -0.10434298 -0.3395016  -0.6846398
   0.42368087 -0.42887738 -0.00491732  0.02768568]]","[[-1.6193924   1.3360554   0.88332933 -0.15260509  1.0520582  -1.2170004
   1.3177159   1.0166866  -0.26519015 -0.28712016 -0.67620087  0.09942833
  -1.6885669   2.3231316   0.5992836   0.65959215 -0.729008    1.0226396
  -0.8330661   0.53356117  1.7536793   0.17382461 -0.9113341   0.9446117
   1.2952564  -0.53641486  0.69295734  0.15648818  0.42115587 -1.8339952
  -0.26211968  0.7509613   0.08853526  0.8186538   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
410,[2],"[[ 1.1353731   3.3452272  -1.3169897   1.3928039   2.1352081   1.634352
   0.9990001  -1.4198372   0.82947695  2.7805996 ]]","[[-0.1597843  -0.3271507  -0.3314932   0.00975535  0.10441748 -0.01336366
  -0.11254045 -0.7222926   0.33077893  0.29304844  0.6996934  -0.17557538
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.40770972  2.7796607   0.27346     0.04647752
   1.1746277  -1.0431855  -0.798237   -0.65964025  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
411,[1],"[[ 3.818936    1.5282946   0.7502742  -0.86235803 -2.1758928   2.1306288
  -0.4798918  -0.15542239  0.7034946   0.71251255]]","[[-0.90717673 -0.2862893   0.4118698   1.7690504  -1.7739655   1.1048908
   1.3861233   0.65115714 -0.32327268  1.2745922  -0.08810566  0.3489616
   0.8630522   1.5430534  -1.2207117   0.27289543 -0.89807075  2.8601382
  -0.6931031  -0.20891088  0.61053514  0.11670262 -0.41738892  1.3107859
   0.5253852  -0.07782908  0.40770972  2.7796607   0.27346     0.04647752
   1.1746277  -1.0431855  -0.798237   -0.65964025  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
412,[1],"[[ 2.7515345  -0.4717918   2.046043   -0.39914644 -0.99655354 -0.8136701
   0.23136903 -0.9093352  -0.12651038 -0.2524025 ]]","[[-0.29667708 -1.5557737  -0.04332016 -0.2620121  -0.25125745  0.00526288
   0.90257686  0.33339506 -0.2310515   0.7384447  -0.9364055  -0.8036762
  -0.31251004  0.10397435  1.38374     0.96477735  0.6823615   1.2694463
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.91133416  0.94461185
   1.2952565  -0.53641486  0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
413,[2],"[[ 0.853936    4.022856   -0.3316436   1.3030034   2.2489586   1.7168047
   2.932934   -0.71669537  1.0516057   3.5762117 ]]","[[-2.1509905   0.27870432  0.57308084 -0.49093583 -0.8325861   1.050989
  -0.5432027  -0.24409983 -1.6728456  -0.6638317   2.0234036   0.15338673
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486 -1.3964783  -0.48520228 -1.7140183   1.4435147
   0.02651413  0.7735735  -0.731717    0.04076898  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
414,[3],"[[-0.08832639  0.2245712  -0.20763654  0.10806842  0.369748   -0.00871135
   1.761839   -0.44908193  0.58146673  0.16066289]]","[[ 1.2550147  -0.5582428  -0.6301501   0.41914794 -0.51145685 -0.85100913
   0.443356   -0.47847238  0.6063157  -0.30726892 -0.98585653 -0.2944024
  -0.9053497   0.60183644 -0.9221059  -0.38108215  0.01199915  0.3580999
  -0.8330661   0.53356117  1.7536793   0.17382464 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.0649977  -2.1772203  -1.1602486  -1.0983276
   0.55807257 -0.32746965  0.19263001 -0.5547563   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
415,[2],"[[ 1.3588448   4.9269257  -1.0833968   2.3747373   0.20069289  2.6033201
   3.3416538  -0.82489896  0.7962495   4.067864  ]]","[[-0.63059306 -0.8425769   1.9088596   1.0674692  -0.5213262   0.7878787
   0.93668735 -0.79352957 -3.7567198  -2.3336496   0.38929686 -0.66882247
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.1412294  -1.1681724  -0.39373744  0.12016572
   0.88887197 -1.1725585  -1.3262047  -0.5070165   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
416,[1],"[[ 2.8903577   1.353512    0.99728763 -0.35349894 -0.35944694  0.8813794
   1.1018515  -0.19716395  0.95912486  1.0295136 ]]","[[-0.24966896 -0.19615363 -0.3716007  -0.2778794   0.19924057  0.92651784
   1.0839919   0.20240264 -1.1319094   0.4116033   0.36615762  1.0955915
   1.1396418   1.4876304  -1.1039996   0.00765419 -0.9735752   1.9562353
  -0.83306617  0.53356117  1.7536794   0.17382461 -0.9113341   0.9446118
   1.2952564  -0.53641486 -0.27176613 -0.38634005 -0.43567276 -1.1896373
  -0.45480677  0.48183873  0.41559726  0.88643885  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
417,[2],"[[ 0.9277099   3.6837397  -1.1162307   1.2254502   0.81926733  2.3470187
   1.8972392  -0.41201746  0.49772352  2.9158533 ]]","[[ 0.11371331 -0.70037985  2.0700336   1.4285889  -0.97734284  1.390583
  -0.13983934  0.92000353 -0.13996658 -1.9947355  -0.983667    1.0184107
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.40770972  2.7796607   0.27346     0.04647752
   1.1746277  -1.0431855  -0.798237   -0.65964025  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
418,[2],"[[ 2.2788186   4.4309945  -0.9446862   2.0107253   0.24016154  2.4652479
   3.059589   -0.49799973  0.5019716   4.0019383 ]]","[[-0.63059306 -0.8425769   1.9088596   1.0674692  -0.5213262   0.7878787
   0.93668735 -0.79352957 -3.7567198  -2.3336496   0.38929686 -0.66882247
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486 -0.24586311  1.6020095   0.73685324 -1.1604499
  -0.03842597 -0.10137726 -0.06462532  1.7164044   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
419,[1],"[[ 2.3845356  -0.07835536  3.050111   -0.8733838  -0.74929017 -0.476564
   0.46149626 -0.03751713 -0.00601608 -0.39547494]]","[[ 0.03025538  1.8594503  -1.018612    1.1535634   1.3768067   0.84839123
   2.077042    0.5014806   0.11566016 -0.3503089  -0.8604091   0.9393315
  -0.5727556   0.5227661   1.4115613   0.3863604  -0.03134452  1.0797306
  -0.8330661   0.5335612   1.7536794   0.17382464 -0.91133416  0.94461185
   1.2952565  -0.53641486  0.42449728 -0.36605856 -0.8329434   0.00754405
   0.31455564  1.5853899  -0.8138959  -1.0002236   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
420,[2],"[[ 2.5089848   2.3133802  -0.28376514 -0.20823964 -0.05258507  1.3178144
   1.7333826  -0.40207565  1.2292812   1.4205693 ]]","[[-0.1805649   0.98397064 -0.44785592 -0.40355194  0.5536651   1.0497172
   1.2591088  -0.36519772 -0.42336345  1.0447892  -1.3245583  -0.5453632
   0.5780324   1.1420499  -2.2318926  -0.17234975 -1.2212548   0.5848347
  -0.8330661   0.53356117  1.7536792   0.17382461 -0.91133404  0.9446117
   1.2952564  -0.53641486  0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
421,[1],"[[ 3.2909496   1.1960889   0.30833837 -0.43659753 -0.31593803  0.8325308
   0.2047773  -0.54640365  1.2042161   0.45568284]]","[[-1.04948     1.1221582  -1.5389183   0.75118315  1.679525   -0.2689582
  -0.42344323  0.32344425 -0.297077   -0.2515431   0.06939016 -0.38820198
   0.91228676  1.5888317  -1.5211012   0.20960705 -0.81724656  2.7463431
  -0.83306617  0.5335612   1.7536794   0.17382462 -0.91133416  0.9446118
   1.2952565  -0.5364149   0.86745906  0.53595805  0.21541898 -0.70573455
  -0.07429618 -2.715571    1.0806997  -0.12380302  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
422,[1],"[[ 3.071878   -0.3541609   2.2687953  -0.26836222 -0.5382852  -0.73892367
  -0.15926346 -0.40555102 -0.33065417 -0.15319553]]","[[-1.4588203   1.2538912   0.7828818  -0.14568886  1.0083122  -1.0582173
   1.1337126   0.94045186 -0.13943863 -0.33254707 -0.50430787  0.17615218
  -1.5881451   2.0578923   0.5505321   0.66985875 -0.59720504  0.9100608
  -0.69010705 -0.224804    0.5860654   0.11547988 -0.40681565  1.318624
   0.50890553 -0.06801274  0.69295734  0.15648818  0.42115587 -1.8339952
  -0.26211968  0.7509613   0.08853526  0.8186538   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
423,[2],"[[ 1.479363    3.4531608  -0.73024976  0.9624509  -0.78478235  1.8426462
   3.4857218  -0.35415208  1.1230669   2.7650602 ]]","[[-0.3725872  -0.7705586   1.4608943   0.9189892  -0.41558588  0.6693682
   0.4573879  -0.5764118  -2.9618814  -1.6514335   0.3046719  -0.53547794
   2.1363266   0.1028574  -0.790738   -0.6410276  -1.715147    0.3214374
  -0.8330661   0.53356117  1.7536793   0.17382461 -0.91133416  0.94461185
   1.2952564  -0.53641486 -0.8097575  -1.4934103  -1.0761933  -0.7413936
   0.1730046  -0.23133415 -0.42870364  1.6558527   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
424,[2],"[[ 2.2788186   4.4309945  -0.9446862   2.0107253   0.24016154  2.4652479
   3.059589   -0.49799973  0.5019716   4.0019383 ]]","[[-0.63059306 -0.8425769   1.9088596   1.0674692  -0.5213262   0.7878787
   0.93668735 -0.79352957 -3.7567198  -2.3336496   0.38929686 -0.66882247
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486 -0.24586311  1.6020095   0.73685324 -1.1604499
  -0.03842597 -0.10137726 -0.06462532  1.7164044   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
