,label,feature_less,feature_more
535,[2],"[[ 2.493895   -1.9374814   2.5004745   1.6349268   3.0578191   1.8166857
   0.60767794  2.756346   -2.643893   -0.07215485]]","[[ 0.01626343  0.5670526  -0.55758667  0.68600076  0.7531802   0.69982904
  -0.23904417 -0.7179016  -0.68905175 -0.7133222   0.00485963 -0.6974369
  -0.48383227 -0.6313299   0.37192008 -0.389205    0.723806    0.22661147
  -0.21180975  0.49874675 -0.69814765  0.6757522   0.6355245  -0.08842316
   0.26418582  0.07492074  0.5323194  -2.0372784  -1.2383901  -1.8356155
   0.81200427 -0.52643275 -0.5163972  -0.20555952  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
536,[0],"[[ 0.48271352  1.3897698   2.3699355  -0.2827214  -0.5450944   0.618288
   2.8111055   0.6507721   1.6563332  -0.62481654]]","[[ 0.6385428   0.0014843   0.73391074  0.0055649  -0.6600425  -0.7141662
   0.3692696  -0.6010121   0.29717803  0.22616786 -0.6752316  -0.5918382
   0.40294904 -0.84454304  0.12095872 -0.56004953  0.14249931  0.19024424
   0.28851044  0.09214578 -0.20708077 -0.22507823  0.69633526 -0.23559475
   0.05131427  0.54393065  0.16878588 -0.28407007  0.74682724  1.210767
   0.8477791   0.0293967   0.30977428 -0.68667513  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
537,[0],"[[ 0.50809765  0.9115858   3.0368733   0.25733474 -1.0057929   1.2177696
   2.8085253   1.6285337   1.246967   -2.5588617 ]]","[[ 0.6396461  -0.09882055  0.75159574 -0.4524014  -0.7355055  -0.7112747
  -0.2959218  -0.47246376 -0.11106806 -0.14584742 -0.64919764 -0.3760487
   0.67376524 -0.8854142   0.36512753 -0.5112332   0.14728455  0.13737436
   0.34932515 -0.2188773  -0.58459836 -0.15612958  0.6208429  -0.5022442
   0.01793567  0.7754127   0.6648002   1.1668183  -1.5431128   1.412069
  -0.49507317 -2.3190286   1.0466586  -0.04532467  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
538,[2],"[[ 2.7695858  -2.705098    2.473343    2.4549887   1.843575    1.5010765
   0.2870311   2.4551728  -2.5560832  -0.37548748]]","[[ 0.0176049   0.4464034  -0.45542535  0.6430996   0.7410439   0.7043519
  -0.5191983  -0.7529236  -0.74705774 -0.73778605  0.0045171  -0.6469979
  -0.520985    0.29451367 -0.21677308 -0.2851892   0.72204334  0.6891356
  -0.24117886  0.6261535  -0.7125864   0.7298179   0.7388224  -0.06591073
   0.6305024  -0.02126096  0.23673305  2.8699453   0.29506972  0.10788308
   0.917746   -0.8129996  -0.7776107  -0.72470194  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
539,[2],"[[ 2.9940045  -2.6793003   2.9683952   2.6517954   1.8750695   2.4355774
   0.7653221   3.0571852  -2.2986233  -0.51716924]]","[[ 0.02535213  0.59565014 -0.62825257  0.75675184  0.7438155   0.73447764
  -0.5185127  -0.7423269  -0.7481322  -0.73833686 -0.0870953  -0.6955222
  -0.64566773 -0.72694886  0.6174446  -0.6652649   0.64594674 -0.3987555
  -0.11562694  0.69392586 -0.71197003  0.37414986  0.7035139  -0.63372266
   0.66741246  0.01172286  1.077699    0.68425417  0.22680673 -0.6940173
   0.27924576 -2.830672    1.0972128  -0.01823738  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
540,[2],"[[ 2.7523751 -2.4010668  2.0377214  2.9569948  2.5664837  2.206173
   0.1718357  2.067388  -2.3461812  0.7425221]]","[[-0.19344996 -0.5117274  -0.69519323  0.63264465  0.69292307  0.6942027
  -0.58207744 -0.6825435   0.43581453 -0.6926548  -0.2728772  -0.64858025
  -0.22067142 -0.6066521   0.71603864 -0.32852897  0.15826862 -0.11468194
  -0.5051029   0.88108313 -0.92120427 -0.50001276  0.9095934  -0.7298235
   0.5416085  -0.5824645   1.077699    0.68425417  0.22680673 -0.6940173
   0.27924576 -2.830672    1.0972128  -0.01823738  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
541,[2],"[[ 1.7334993  -1.6421831   0.6631101   1.6392982   2.3030813   3.1132877
  -0.42194507  1.8977468  -3.352445   -0.17124188]]","[[ 0.0158135  -0.3831448  -0.64844364  0.66668254  0.6902672   0.7349344
  -0.09030705 -0.7286652   0.08191058  0.09385164 -0.06302243 -0.66584265
  -0.32149965 -0.34842733  0.39183462 -0.71662104  0.6250949   0.61325604
   0.0434936   0.73207045 -0.68724823  0.6780887   0.7139091  -0.34835747
   0.03089498 -0.55792105 -1.892385   -0.20971023 -1.5797024   2.1683908
  -0.5741658   0.99618965 -0.02719931 -0.05382184  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
542,[3],"[[ 1.0867014   0.3357131   0.6301645   0.64133924  1.9997025  -0.18795228
   0.13154052  0.6725102  -0.4197395   2.4837816 ]]","[[-0.10654268 -0.24900025 -0.39096648  0.18521614  0.02297701 -0.28453085
   0.12403157 -0.2807587  -0.58768356  0.03540684  0.3570236   0.4563384
   0.16993225 -0.60840327  0.4669366   0.34384137  0.2191057   0.71135116
  -0.35566407  0.0490969  -0.44108945  0.08003939 -0.33120927 -0.14125714
   0.14531827 -0.49611557  2.422751   -1.0125597  -0.600023   -1.4358842
   1.447237   -0.60869354 -1.2168688  -0.09441261  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
543,[1],"[[-0.28446245  2.229568    2.450375   -1.0755666  -0.7901685  -0.7498622
   2.9488313   0.17509505  2.7165318  -0.78188765]]","[[ 0.6213791   0.42854935  0.8209096   0.4375319  -0.737929   -0.7526831
   0.6109123  -0.05302157 -0.8233781   0.42791098 -0.66248256 -0.40814883
   0.7022623  -0.647622    0.34173876  0.14353152 -0.12471775  0.3042585
  -0.05433558 -0.41084033 -0.35517865 -0.32869223  0.37596256 -0.13745742
   0.16927703  0.5493082   1.0594581  -0.03983967  0.38511288 -2.0776174
   0.1995977   0.6608591  -0.12634248  1.0996432   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
544,[0],"[[-1.5022917   2.0263276   0.7830312  -1.511183   -1.8603545  -1.4743795
   1.9498063  -0.14769882  2.170535   -2.0416305 ]]","[[ 0.05007908  0.70022005 -0.00752863 -0.55524385 -0.53072685 -0.01463567
   0.4422495   0.10041281 -0.6767939   0.23197342 -0.6434446   0.01137657
   0.72533685 -0.7042338  -0.6315062   0.09085407 -0.05046475 -0.47095892
  -0.18719552 -0.5385265   0.1334475   0.01424855 -0.46095818 -0.7356491
  -0.54974556  0.7159364   0.51017743  1.3935069  -0.4371933  -0.03013163
  -1.4704993  -0.30323753 -1.3293465   1.8508865   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
545,[2],"[[ 2.3737133  -2.8930492   0.9906857   2.3890362   2.5469086   2.4977064
  -0.73840594  2.6020048  -2.7481158  -0.33291963]]","[[-0.5329818  -0.69898546 -0.583952    0.5256016   0.6102939   0.7516424
  -0.6437428  -0.7265814  -0.5747197  -0.7342384  -0.26275164 -0.7039368
  -0.52035475 -0.7579477   0.72210044 -0.0609676  -0.0129262  -0.11404669
   0.500723    0.30835372 -0.18072066  0.3765524   0.7734391  -0.7609607
   0.5734337  -0.6354665   1.3162842   0.3751427  -0.27670097 -0.8474867
  -0.68869436  1.4735979   0.69071496  0.37051705  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
546,[2],"[[ 2.9536216 -2.547333   2.0174093  2.8581247  3.9828217  1.7621756
  -0.6588775  3.2850325 -3.4318182  0.3796174]]","[[-0.24721456 -0.66853637 -0.4973906   0.45327172  0.6966944   0.62450796
  -0.47442862 -0.7305181   0.5071512  -0.6742967  -0.01468062 -0.6342771
  -0.19988292 -0.6686879   0.68807304 -0.3123914   0.23273088  0.65083885
   0.64833456  0.31658602 -0.8285814   0.5566471   0.85443664 -0.6476864
   0.48586112 -0.38376492  0.5323194  -2.0372784  -1.2383901  -1.8356155
   0.81200427 -0.52643275 -0.5163972  -0.20555952  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
547,[2],"[[ 2.2495613 -1.2494781  2.6540668  2.2201624  0.8226345  1.3092017
   1.6284269  1.9373041 -1.0481653 -1.3596082]]","[[ 0.30470636 -0.1548838   0.01721701 -0.19314806  0.30046844  0.20307371
  -0.3994375  -0.7595038   0.36576208 -0.5834185  -0.22374631 -0.7110183
   0.15162723 -0.7919241   0.50145656 -0.7142298   0.26306134  0.331975
   0.5144799   0.40783653 -0.63229     0.0880951   0.75257444 -0.54006034
  -0.04057748  0.37884745  0.23673305  2.8699453   0.29506972  0.10788308
   0.917746   -0.8129996  -0.7776107  -0.72470194  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
548,[2],"[[ 2.326472   -2.7630854   2.0130746   2.4355216   1.516413    3.2587154
   0.10019939  2.5262911  -2.2673805  -0.3314089 ]]","[[ 1.8874697e-02  1.4983970e-01 -7.4395275e-01  7.4491864e-01
   7.4330515e-01  7.3863465e-01 -5.5324394e-01 -6.9290107e-01
  -7.1991545e-01 -6.9613856e-01  3.7454830e-03 -6.8894517e-01
  -6.1113465e-01 -6.2974441e-01  5.3715384e-01 -6.3653105e-01
   7.3774540e-01 -6.5182857e-02 -5.7487227e-02  6.9330704e-01
  -7.2395927e-01  5.5665582e-01  7.2211164e-01 -4.9492863e-01
   3.4944931e-01 -3.3328441e-04 -3.0905762e-01  9.6127069e-01
   1.5399508e+00  3.8545290e-01 -4.5989314e-01 -2.1171357e-01
   1.8229948e+00  4.6255589e-01  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
549,[3],"[[ 0.6146661   0.24206424  0.35111213  0.5142409   0.54441893  0.44316682
  -0.0145344  -0.31639594 -0.3267806   2.2419667 ]]","[[-0.38929325  0.10929552 -0.6368505   0.35040918  0.10575406 -0.43288782
   0.7797051   0.58465815 -0.67310303  0.41031283  0.06644566 -0.05858603
  -0.3170779   0.24213538  0.21608303  0.59012645 -0.10598666 -0.14830567
  -0.70433927  0.24663556 -0.7722456  -0.09908574  0.62848234 -0.18605298
   0.30584368 -0.21373051  1.077699    0.68425417  0.22680673 -0.6940173
   0.27924576 -2.830672    1.0972128  -0.01823738  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
550,[3],"[[ 0.05913077 -0.20294583  0.8306562   0.54390275  0.69655985  0.06271178
  -0.7305695   0.46516377 -0.35684773  0.74368966]]","[[ 0.40939486 -0.02480453 -0.63888747  0.07074077 -0.2169787  -0.23380406
   0.34315675 -0.38755783  0.06406509  0.4176016   0.58795756 -0.2932656
  -0.43946022  0.37029856 -0.18015735  0.6167735  -0.41474587  0.616835
  -0.785289   -0.37122753 -0.8044651   0.20856977  0.72876173 -0.06522681
   0.11466055  0.39959064  0.8286672   0.621858   -1.5033605  -1.6773194
  -0.29756784 -0.9175728   0.23787883  1.6603314   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
551,[3],"[[ 0.12556238  1.5132098  -0.29934463 -0.4091108   0.7813019  -0.26163414
   0.42022195 -0.8441458   0.23528817  2.7000444 ]]","[[-0.01160084  0.31058472 -0.6841241   0.44996324 -0.54449046 -0.12481204
   0.6498778   0.46013355 -0.61214966  0.54306877  0.45881513  0.20536706
   0.5362393  -0.21529013 -0.11009235  0.5756615  -0.2731965  -0.20891757
  -0.41022187  0.27009436  0.2892476   0.01396861  0.4346166  -0.267364
   0.12359583 -0.304204    1.2280928  -1.0810736  -0.4623351  -0.16448979
   0.84480584 -1.4555733  -1.064464   -0.57649267  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
552,[2],"[[ 3.0679352  -2.7246735   1.1933377   2.6722069   3.0445411   3.4046595
  -0.54697484  2.5971084  -3.692246    1.712734  ]]","[[-0.53289366 -0.7373693  -0.543171    0.71322685  0.7086156   0.75974715
  -0.68327373 -0.7260027  -0.736959   -0.7459836  -0.04848635 -0.7284917
  -0.60618335 -0.5454523   0.7138017  -0.73166287  0.04231932  0.58088
   0.42129388  0.73413384 -0.70774066  0.705005    0.73524916 -0.01707558
   0.35824147 -0.663773    0.16878588 -0.28407007  0.74682724  1.210767
   0.8477791   0.0293967   0.30977428 -0.68667513  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
553,[3],"[[ 0.6456606  -0.02638251  0.67609847  0.60671026  0.19734433  0.67850757
   0.1252309  -0.14886388 -0.12847492  2.1813066 ]]","[[ 0.4345835   0.08058341 -0.71248806  0.03750834 -0.0088575  -0.5355727
   0.62281656 -0.29006696 -0.33563328  0.5237785   0.64703333 -0.36378318
  -0.45521724  0.3628838   0.05055063  0.6142614  -0.4014176   0.11837566
  -0.830683   -0.14698128 -0.8390948   0.02850325  0.720291   -0.17610197
   0.3244797  -0.19581902  1.077699    0.68425417  0.22680673 -0.6940173
   0.27924576 -2.830672    1.0972128  -0.01823738  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
554,[2],"[[ 2.2443914 -2.1709137  1.5872627  1.4847083  1.9015458  2.7048237
   0.4258623  2.3649113 -1.9021102 -1.3160632]]","[[-0.1911842   0.54038984 -0.6923038   0.38620105  0.73487926  0.71420264
  -0.53843105 -0.7659612  -0.8180312  -0.6951473  -0.28627178 -0.6704116
  -0.67167693 -0.7370543   0.6776005   0.05065776  0.17093599  0.04593356
  -0.37283787  0.160684   -0.7485844   0.34984407  0.7072983  -0.7103463
   0.69298446 -0.28769588  1.3162842   0.3751427  -0.27670097 -0.8474867
  -0.68869436  1.4735979   0.69071496  0.37051705  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
555,[2],"[[ 3.3384898 -2.7706647  1.804017   2.9177637  3.635684   1.2051125
  -1.1939434  3.1525044 -3.2295544  0.7202475]]","[[-0.3258951  -0.66303164 -0.6506395   0.41309878  0.6336357   0.6670065
  -0.6621583  -0.6064408   0.318447   -0.5447158   0.25480446 -0.7021201
  -0.48675576 -0.32154554  0.67771494 -0.63682216  0.11654086  0.28577536
   0.5655309   0.05049125 -0.62741834  0.55821484  0.73626333 -0.5403796
   0.22368625 -0.12349743  2.422751   -1.0125597  -0.600023   -1.4358842
   1.447237   -0.60869354 -1.2168688  -0.09441261  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
556,[1],"[[-0.41429263  2.2780337   2.797174   -0.9109902  -1.2900796  -0.05727169
   3.478594    0.6384897   2.2129803  -0.97945476]]","[[ 0.87389827  0.13093011  0.75501186 -0.27918345 -0.7614118  -0.60830426
   0.78487855 -0.12702195 -0.8121814   0.28791672 -0.6599319  -0.86712325
   0.48797202 -0.71797705  0.1254819  -0.52470547 -0.28317612  0.28512338
   0.17360918  0.28450686 -0.47278398 -0.5237978   0.3179014  -0.04911372
   0.00288551  0.64621943  0.8286672   0.621858   -1.5033605  -1.6773194
  -0.29756784 -0.9175728   0.23787883  1.6603314   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
557,[2],"[[ 2.1674187  -2.4895554   2.095159    1.9712546   2.2908676   3.154122
  -0.21666695  2.9999459  -2.9631045  -0.804291  ]]","[[ 1.8874697e-02  1.4983970e-01 -7.4395275e-01  7.4491864e-01
   7.4330515e-01  7.3863465e-01 -5.5324394e-01 -6.9290107e-01
  -7.1991545e-01 -6.9613856e-01  3.7454830e-03 -6.8894517e-01
  -6.1113465e-01 -6.2974441e-01  5.3715384e-01 -6.3653105e-01
   7.3774540e-01 -6.5182857e-02 -5.7487227e-02  6.9330704e-01
  -7.2395927e-01  5.5665582e-01  7.2211164e-01 -4.9492863e-01
   3.4944931e-01 -3.3328441e-04  1.3588928e-01 -5.4066056e-01
  -1.1446519e+00  5.9352088e-01 -1.7408207e-01  2.2892036e-01
   8.4763253e-01  1.3980839e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
558,[3],"[[ 0.22558449  1.2540632  -0.7172433  -0.63773715  0.26734862  0.9334824
   0.02460078 -0.7135519   0.04881827  1.571131  ]]","[[ 0.3407351   0.38803765 -0.70421606 -0.06600248 -0.13035741 -0.5114647
   0.7012176   0.43921474 -0.6787829   0.5743094   0.5871093  -0.2930246
  -0.48732752  0.33891764  0.11212044  0.5677363  -0.2701389   0.08931806
  -0.7221162  -0.07200995 -0.77621937 -0.02700281  0.60731435 -0.22078873
   0.37141642 -0.09472215  0.24830545 -0.7816295   0.4317737   0.20042814
  -0.69928396 -0.2774232  -0.45154977 -0.15439768  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
559,[2],"[[ 2.4599488  -2.3237398   2.101011    2.4336195   1.9582254   2.5340033
   0.14074384  2.479026   -2.4696705  -0.75980973]]","[[-0.28901502  0.69631857 -0.6331391   0.75861526  0.7374362   0.7541491
  -0.63872766 -0.6924443  -0.75849015 -0.75271475 -0.0231442  -0.715526
  -0.71491694 -0.7111005   0.6692306  -0.65775764  0.29497296  0.34885794
  -0.22722797  0.65952754 -0.70532995  0.50585544  0.71231306 -0.33755606
   0.6556251   0.01113991 -0.37999675  1.5896502   0.50987    -0.9992328
  -0.02367793  0.0928376  -0.09612544  1.2931453   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
560,[1],"[[-0.6864884   2.121626    2.1919053  -1.0763328  -1.3258585  -0.56268775
   2.804864   -0.588547    2.219473   -0.17296967]]","[[ 0.46078593  0.6021529   0.36429027 -0.12513494 -0.79036367 -0.7693456
   0.6186756   0.1367934  -0.59271264  0.67686164 -0.4461577  -0.5142735
   0.6056278  -0.11821167 -0.32250527  0.42902923 -0.15956768 -0.18765152
  -0.7705197  -0.67720973 -0.8609818   0.07168284  0.5547935  -0.4326867
  -0.03177185  0.63202643 -1.0381769   0.5031614   0.5249545  -0.22782588
   1.1532809  -1.6386862   0.4093059   0.143586    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
561,[2],"[[ 3.1312387 -2.6114688  1.8262722  2.6892257  3.3014004  1.0019102
  -0.9600042  2.867379  -3.040713   1.1662856]]","[[-0.41724157 -0.55778307 -0.6652535   0.20064162  0.54399025  0.6930201
  -0.57801896 -0.7156226   0.5716846  -0.63113624  0.05728457 -0.66892445
  -0.15015872  0.33123648  0.32812345 -0.48663628  0.11741111  0.3357554
   0.59053147  0.686086   -0.70157766  0.7160335   0.71870065 -0.07481625
   0.22677855 -0.32741454  2.422751   -1.0125597  -0.600023   -1.4358842
   1.447237   -0.60869354 -1.2168688  -0.09441261  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
562,[1],"[[-0.5731363   1.6473606   2.0139906  -0.70543754 -1.6326076  -0.5950365
   2.5121913   0.16839314  2.4608119  -0.15231857]]","[[ 0.5594829   0.59911025 -0.20535514 -0.5226493  -0.69385964 -0.5920166
   0.21035084  0.1282007  -0.57947034  0.63274384 -0.18861225 -0.5517878
   0.613813   -0.5851015  -0.4942485   0.12440364 -0.14492379 -0.20264369
  -0.21364437 -0.4642513  -0.11553447  0.02098743 -0.13031171 -0.6367381
  -0.32878116  0.717227    1.077699    0.68425417  0.22680673 -0.6940173
   0.27924576 -2.830672    1.0972128  -0.01823738  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
563,[2],"[[ 2.8489563 -2.7064242  1.7207195  2.8435013  3.3481925  2.2350302
  -0.597031   2.6126397 -3.6474354  1.3167417]]","[[-0.6746134  -0.7450341  -0.66764176  0.6963942   0.4671737   0.7538634
  -0.6457643  -0.5363351  -0.63088083 -0.7218428  -0.250329   -0.6822855
  -0.4093361  -0.67180926  0.6572735  -0.6992482   0.00974979  0.20846649
   0.6258892   0.6686475  -0.6383664   0.61422247  0.73639184 -0.19866501
   0.4773372  -0.7111896   0.37371004  0.37580457 -0.6136523  -0.42455918
   2.1953473   0.9016352  -0.7347197   0.7132901   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
564,[1],"[[-0.20080657  1.6678705   2.545129   -0.8268314  -0.70440716 -0.6358144
   2.5216885   0.6697583   2.5094802  -0.7429615 ]]","[[ 0.41587806  0.6570141   0.75148594 -0.03867669 -0.8041996  -0.20139837
  -0.21534324  0.35446    -0.85890293  0.10737784 -0.5585609  -0.35103375
   0.5666458  -0.6608228  -0.20082062  0.40303048 -0.01446649  0.20744497
  -0.34292692  0.04133619 -0.3221551  -0.04434307  0.2583512  -0.4078217
   0.08560346  0.77529067  1.0594581  -0.03983967  0.38511288 -2.0776174
   0.1995977   0.6608591  -0.12634248  1.0996432   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
565,[3],"[[ 0.7408515   1.1596833   0.6058232   0.08869143  1.3999224  -0.40873984
   0.7761377   0.01509388  0.16304246  2.7525325 ]]","[[ 0.10326145 -0.00270921 -0.37674153  0.32156104 -0.20039402 -0.27869636
   0.6652546  -0.24873738 -0.6218853   0.5099953   0.45022476  0.29792142
   0.35216898 -0.4153137   0.4088276   0.33874616  0.04736985  0.5532677
  -0.33917347  0.24117813 -0.49329865 -0.12462363 -0.08775946 -0.20988686
  -0.01460962 -0.4786445   2.422751   -1.0125597  -0.600023   -1.4358842
   1.447237   -0.60869354 -1.2168688  -0.09441261  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
566,[2],"[[ 2.2472425  -2.9880037   1.2968417   2.9983978   2.2857811   1.9372075
  -0.7422253   2.3474724  -2.955939   -0.01873806]]","[[-0.5329818  -0.69898546 -0.583952    0.5256016   0.6102939   0.7516424
  -0.6437428  -0.7265814  -0.5747197  -0.7342384  -0.26275164 -0.7039368
  -0.52035475 -0.7579477   0.72210044 -0.0609676  -0.0129262  -0.11404669
   0.500723    0.30835372 -0.18072066  0.3765524   0.7734391  -0.7609607
   0.5734337  -0.6354665  -0.37999675  1.5896502   0.50987    -0.9992328
  -0.02367793  0.0928376  -0.09612544  1.2931453   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
567,[2],"[[ 2.4599488  -2.3237398   2.101011    2.4336195   1.9582254   2.5340033
   0.14074384  2.479026   -2.4696705  -0.75980973]]","[[-0.28901502  0.69631857 -0.6331391   0.75861526  0.7374362   0.7541491
  -0.63872766 -0.6924443  -0.75849015 -0.75271475 -0.0231442  -0.715526
  -0.71491694 -0.7111005   0.6692306  -0.65775764  0.29497296  0.34885794
  -0.22722797  0.65952754 -0.70532995  0.50585544  0.71231306 -0.33755606
   0.6556251   0.01113991 -0.37999675  1.5896502   0.50987    -0.9992328
  -0.02367793  0.0928376  -0.09612544  1.2931453   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
568,[2],"[[ 2.4599488  -2.3237398   2.101011    2.4336195   1.9582254   2.5340033
   0.14074384  2.479026   -2.4696705  -0.75980973]]","[[-0.28901502  0.69631857 -0.6331391   0.75861526  0.7374362   0.7541491
  -0.63872766 -0.6924443  -0.75849015 -0.75271475 -0.0231442  -0.715526
  -0.71491694 -0.7111005   0.6692306  -0.65775764  0.29497296  0.34885794
  -0.22722797  0.65952754 -0.70532995  0.50585544  0.71231306 -0.33755606
   0.6556251   0.01113991 -0.37999675  1.5896502   0.50987    -0.9992328
  -0.02367793  0.0928376  -0.09612544  1.2931453   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
569,[1],"[[ 0.13708095  1.0551268   3.036796    0.25275472 -0.6746556   0.0898574
   2.4154446   1.4049368   1.7094426  -2.0200343 ]]","[[ 0.63625515 -0.08567503  0.70440054 -0.5149759  -0.7197038  -0.66956663
  -0.32044914 -0.37524614  0.16144168 -0.11147752 -0.62539244 -0.48091334
   0.58267474 -0.8740059   0.37280846 -0.5046695   0.1626616   0.1795952
   0.25351533  0.1364767  -0.38144028 -0.28950197  0.2848141  -0.16059531
  -0.09657425  0.7497177   0.8286672   0.621858   -1.5033605  -1.6773194
  -0.29756784 -0.9175728   0.23787883  1.6603314   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
570,[2],"[[ 2.7523751 -2.4010668  2.0377214  2.9569948  2.5664837  2.206173
   0.1718357  2.067388  -2.3461812  0.7425221]]","[[-0.19344996 -0.5117274  -0.69519323  0.63264465  0.69292307  0.6942027
  -0.58207744 -0.6825435   0.43581453 -0.6926548  -0.2728772  -0.64858025
  -0.22067142 -0.6066521   0.71603864 -0.32852897  0.15826862 -0.11468194
  -0.5051029   0.88108313 -0.92120427 -0.50001276  0.9095934  -0.7298235
   0.5416085  -0.5824645   1.077699    0.68425417  0.22680673 -0.6940173
   0.27924576 -2.830672    1.0972128  -0.01823738  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
571,[2],"[[ 3.2993793  -1.9708521   2.1940827   2.1112852   3.1646767   2.4229863
   0.43741414  2.9963195  -2.9814517   0.1529676 ]]","[[-0.28901502  0.69631857 -0.6331391   0.75861526  0.7374362   0.7541491
  -0.63872766 -0.6924443  -0.75849015 -0.75271475 -0.0231442  -0.715526
  -0.71491694 -0.7111005   0.6692306  -0.65775764  0.29497296  0.34885794
  -0.22722797  0.65952754 -0.70532995  0.50585544  0.71231306 -0.33755606
   0.6556251   0.01113991  1.2280928  -1.0810736  -0.4623351  -0.16448979
   0.84480584 -1.4555733  -1.064464   -0.57649267  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
572,[3],"[[ 0.78778327  0.33822528  0.40377676  0.3295877   0.90353894  1.078447
   0.02841278  0.14013466 -0.6596048   1.4172382 ]]","[[-0.10593961  0.28059986 -0.7141949  -0.45047873  0.03123637 -0.0948222
   0.26869908  0.3880216  -0.8068798   0.2882582   0.65740615 -0.6061626
  -0.5665494  -0.51661915  0.29399577  0.11739644 -0.17271055  0.20640662
  -0.3638959  -0.07636904 -0.11480638  0.21335945  0.5787366  -0.33961737
   0.20085862  0.30727372  0.37371004  0.37580457 -0.6136523  -0.42455918
   2.1953473   0.9016352  -0.7347197   0.7132901   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
573,[3],"[[ 0.08156402  0.12796386  0.2884278  -0.0907224   0.7706107   0.16877687
  -0.10252253  0.44501492  0.34055448 -0.0717603 ]]","[[ 0.20982863 -0.3293753  -0.54271036  0.4751314  -0.10677828 -0.3737855
   0.7531158  -0.7328446  -0.69416875  0.63054794 -0.11240028  0.06009856
  -0.37257785  0.12927032  0.25059807  0.59282196  0.05254161  0.1244857
  -0.555015   -0.74456173 -0.74311936  0.13234304  0.28125754 -0.42732573
   0.4777444   0.33321488  1.3162842   0.3751427  -0.27670097 -0.8474867
  -0.68869436  1.4735979   0.69071496  0.37051705  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
